"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Pal","yes",3,3,"2.11","-0.11","-0.11"
"2","A","Ars","yes",3,2,"1.52","0.20","0.09"
"3","A","Liv","yes",1,0,"1.11","0.42","0.51"
"4","H","Ast","yes",3,3,"1.90","0.00","0.51"
"5","A","Tot","yes",3,3,"1.54","0.19","0.70"
"6","H","MnC","yes",0,-1,"0.74","0.61","1.32"
"7","H","Sot","yes",3,2,"1.96","-0.03","1.29"
"8","A","Bre","yes",3,1,"2.20","-0.15","1.14"
"9","H","Nor","yes",3,7,"2.18","-0.14","1.00"
"10","A","New","yes",3,3,"2.33","-0.22","0.77"
"11","H","Bur","yes",1,0,"2.30","-0.21","0.57"
"12","A","Lei","yes",3,3,"1.84","0.04","0.60"
"13","H","MnU","yes",1,0,"1.58","0.17","0.77"
"14","A","Wat","yes",3,1,"2.41","-0.26","0.51"
"15","A","WHU","yes",0,-1,"1.90","0.01","0.51"
"16","H","Lee","yes",3,1,"2.05","-0.08","0.44"
"17","H","Eve","yes",1,0,"2.35","-0.23","0.21"
"18","A","Wol","yes",1,0,"2.15","-0.13","0.08"
"19","A","Ast","yes",3,2,"2.03","-0.07","0.01"
"20","H","BHA","yes",1,0,"1.67","0.12","0.14"
"21","H","Liv","yes",1,0,"1.26","0.34","0.48"
"22","A","MnC","yes",0,-1,"1.03","0.46","0.93"
"23","A","BHA","yes",1,0,"2.18","-0.14","0.79"
"24","H","Tot","yes",3,2,"1.73","0.09","0.89"
"25","H","Ars","no",NA,NA,"1.67","0.12","1.01"
"26","A","Pal","no",NA,NA,"2.09","-0.10","0.91"
"27","H","Lei","no",NA,NA,"2.06","-0.08","0.83"
"28","A","Bur","no",NA,NA,"2.33","-0.22","0.61"
"29","H","New","no",NA,NA,"2.25","-0.18","0.43"
"30","A","Nor","no",NA,NA,"2.46","-0.29","0.14"
"31","H","Bre","no",NA,NA,"2.10","-0.10","0.04"
"32","A","Sot","no",NA,NA,"1.98","-0.04","0.00"
"33","A","Lee","no",NA,NA,"2.28","-0.20","-0.19"
"34","H","WHU","no",NA,NA,"1.53","0.20","0.00"
"35","A","Eve","no",NA,NA,"2.14","-0.12","-0.12"
"36","H","Wol","no",NA,NA,"1.43","0.25","0.13"
"37","A","MnU","no",NA,NA,"1.82","0.05","0.18"
"38","H","Wat","no",NA,NA,"2.25","-0.18","0.00"
