"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Pto","yes",0,-2,"0.11","0.86","0.86"
"2","H","Mar","yes",0,-1,"0.94","-0.19","0.67"
"3","A","Spo","yes",0,-2,"0.15","0.82","1.49"
"4","H","Mor","yes",1,0,"1.49","-0.87","0.62"
"5","A","Gui","yes",1,0,"0.41","0.48","1.10"
"6","H","Gil","yes",1,0,"0.55","0.31","1.41"
"7","A","Pac","yes",1,0,"0.75","0.06","1.47"
"8","H","Ton","yes",0,-2,"1.50","-0.89","0.58"
"9","A","Boa","yes",1,0,"0.61","0.24","0.82"
"10","H","SCl","yes",3,1,"1.65","-1.07","-0.25"
"11","A","Pse","yes",0,-2,"1.03","-0.29","-0.54"
"12","H","Ben","yes",0,-7,"0.32","0.60","0.06"
"13","H","Est","yes",0,-1,"0.93","-0.17","-0.11"
"14","A","Bra","yes",0,-1,"0.45","0.43","0.33"
"15","A","Viz","yes",0,-2,"0.76","0.05","0.37"
"16","H","Aro","yes",3,1,"1.30","-0.64","-0.27"
"17","A","Fam","yes",0,-1,"0.73","0.08","-0.18"
"18","H","Pto","yes",0,-3,"0.23","0.71","0.53"
"19","A","Mar","yes",1,0,"0.71","0.10","0.63"
"20","H","Spo","yes",0,-3,"0.34","0.58","1.21"
"21","A","Mor","yes",0,-3,"0.76","0.04","1.26"
"22","H","Gui","yes",3,1,"1.25","-0.57","0.69"
"23","A","Gil","yes",0,-2,"0.51","0.35","1.04"
"24","H","Pac","yes",0,-2,"1.09","-0.37","0.67"
"25","A","Ton","yes",1,0,"0.79","0.00","0.67"
"26","H","Boa","yes",1,0,"1.42","-0.78","-0.11"
"27","A","SCl","yes",1,0,"0.42","0.47","0.36"
"28","H","Pse","no",NA,NA,"0.83","-0.04","0.31"
"29","A","Ben","no",NA,NA,"0.34","0.57","0.89"
"30","H","Viz","no",NA,NA,"1.33","-0.67","0.22"
"31","A","Est","no",NA,NA,"0.66","0.17","0.39"
"32","H","Bra","no",NA,NA,"0.60","0.25","0.63"
"33","H","Fam","no",NA,NA,"1.23","-0.54","0.09"
"34","A","Aro","no",NA,NA,"0.87","-0.09","0.00"
