"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Ton","yes",0,-3,"1.00","0.16","0.16"
"2","H","Mor","yes",1,0,"2.23","-0.86","-0.70"
"3","A","Boa","yes",0,-2,"0.74","0.38","-0.32"
"4","H","Gil","yes",3,1,"1.39","-0.16","-0.48"
"5","H","Ben","yes",0,-5,"0.68","0.43","-0.04"
"6","A","Pse","yes",0,-1,"1.03","0.14","0.10"
"7","H","Bra","yes",1,0,"1.28","-0.07","0.03"
"8","A","Viz","yes",1,0,"0.87","0.28","0.31"
"9","H","Fam","yes",0,-2,"1.96","-0.64","-0.33"
"10","A","Bel","yes",0,-1,"0.89","0.25","-0.07"
"11","H","Pto","yes",0,-3,"0.56","0.53","0.45"
"12","A","Est","yes",1,0,"0.83","0.30","0.76"
"13","H","Aro","yes",3,1,"2.18","-0.82","-0.07"
"14","A","Mar","yes",0,-3,"0.93","0.23","0.16"
"15","H","Gui","yes",3,1,"1.93","-0.61","-0.45"
"16","A","Pac","yes",0,-1,"0.79","0.34","-0.11"
"17","H","Spo","yes",3,1,"0.66","0.45","0.34"
"18","H","Ton","yes",1,0,"2.18","-0.82","-0.48"
"19","A","Mor","yes",3,2,"0.90","0.25","-0.23"
"20","H","Boa","yes",3,1,"2.01","-0.68","-0.91"
"21","A","Gil","yes",1,0,"0.69","0.42","-0.48"
"22","A","Ben","yes",0,-1,"0.42","0.65","0.17"
"23","H","Pse","yes",1,0,"1.70","-0.42","-0.25"
"24","A","Bra","yes",1,0,"0.37","0.69","0.44"
"25","H","Viz","yes",3,2,"2.09","-0.75","-0.31"
"26","A","Fam","yes",1,0,"0.75","0.38","0.07"
"27","H","Bel","yes",1,0,"2.37","-0.98","-0.91"
"28","A","Pto","yes",0,-3,"0.11","0.91","0.00"
"29","H","Est","yes",3,2,"1.86","-0.55","-0.55"
"30","A","Aro","yes",1,0,"0.86","0.28","-0.27"
"31","H","Mar","yes",1,0,"1.81","-0.51","-0.78"
"32","A","Gui","yes",1,0,"0.52","0.56","-0.22"
"33","H","Pac","yes",3,2,"1.96","-0.64","-0.85"
"34","A","Spo","yes",0,-4,"0.18","0.85","0.00"
